pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,pickup_census_tract,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips
76.0,36.25,6,12,4,1970-01-01 00:00:01.402490700,41.97907082,-87.90303966,41.88099447,-87.63274649,17.6,17031081401.0,17031839100.0,Cash,Dispatch Taxi Affiliation,1860.0,32.0,0.0
76.0,78.45,6,15,4,1970-01-01 00:00:01.402500600,41.97907082,-87.90303966,41.8997859996522,-87.64807667561502,3.87,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,5460.0,32.0,0.0
32.0,5.45,6,15,4,1970-01-01 00:00:01.402500600,41.87740612,-87.62197165,41.89092203,-87.61886836,0.9,17031081401.0,17031081403.0,Credit Card,Dispatch Taxi Affiliation,300.0,8.0,2.0
32.0,14.45,6,16,4,1970-01-01 00:00:01.402502400,41.87886558,-87.62519214,41.9442266,-87.65599818,5.6,17031081401.0,17031345278.265589,Credit Card,Dispatch Taxi Affiliation,900.0,6.0,3.0
33.0,6.65,6,16,4,1970-01-01 00:00:01.402502400,41.85934972,-87.61735801,41.87060737,-87.62217294,1.5,17031081401.0,17031320600.0,Cash,Taxi Affiliation Services,360.0,32.0,0.0
32.0,5.65,6,16,4,1970-01-01 00:00:01.402503300,41.88498719,-87.62099291,41.87925508,-87.642649,0.8,17031081401.0,17031281900.0,Cash,Dispatch Taxi Affiliation,360.0,28.0,0.0
8.0,4.65,6,21,4,1970-01-01 00:00:01.402522200,41.89250778,-87.62621491,41.89503345,-87.61971067,0.5,17031081401.0,17031081401.0,Cash,Dispatch Taxi Affiliation,240.0,8.0,0.0
32.0,33.25,6,23,4,1970-01-01 00:00:01.402528500,41.88099447,-87.63274649,41.98277501,-87.8773054,16.1,17031081401.0,17031770700.0,Credit Card,Dispatch Taxi Affiliation,1380.0,32.0,6.65
76.0,18.25,6,23,4,1970-01-01 00:00:01.402530300,41.98026432,-87.9136246,41.97882953,-87.7711667,8.1,17031081401.0,17031345278.265589,Cash,Taxi Affiliation Services,1020.0,11.0,0.0
22.0,3.85,6,2,5,1970-01-01 00:00:01.402538400,41.92276062,-87.69915534,41.92276062,-87.69915534,0.3,17031081401.0,17031345278.265589,Cash,Taxi Affiliation Services,60.0,22.0,0.0
24.0,10.25,6,4,5,1970-01-01 00:00:01.402546500,41.90120699,-87.67635599,41.92276062,-87.69915534,3.7,17031081401.0,17031345278.265589,Credit Card,Taxi Affiliation Services,660.0,22.0,2.8
56.0,28.85,6,8,5,1970-01-01 00:00:01.402560000,41.78599852,-87.75093429,41.89092203,-87.61886836,0.0,17031081401.0,17031081403.0,Cash,Blue Ribbon Taxi Association Inc.,2280.0,8.0,0.0
33.0,9.85,6,9,5,1970-01-01 00:00:01.402563600,41.85934972,-87.61735801,41.88099447,-87.63274649,0.1,17031081401.0,17031839100.0,Cash,Taxi Affiliation Services,1020.0,32.0,0.0
6.0,17.85,6,9,5,1970-01-01 00:00:01.402563600,41.9442266,-87.65599818,41.87886558,-87.62519214,6.8,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,1320.0,32.0,0.0
32.0,8.85,6,11,5,1970-01-01 00:00:01.402571700,41.88099447,-87.63274649,41.88498719,-87.62099291,1.04,17031081401.0,17031320100.0,Cash,Dispatch Taxi Affiliation,840.0,32.0,0.0
32.0,7.85,6,11,5,1970-01-01 00:00:01.402572600,41.88099447,-87.63274649,41.88498719,-87.62099291,1.3,17031081401.0,17031320100.0,Cash,Dispatch Taxi Affiliation,720.0,32.0,0.0
8.0,8.05,6,12,5,1970-01-01 00:00:01.402574400,41.89092203,-87.61886836,41.88099447,-87.63274649,1.6,17031081401.0,17031839100.0,Cash,Dispatch Taxi Affiliation,660.0,32.0,0.0
8.0,5.85,6,12,5,1970-01-01 00:00:01.402575300,41.89833179,-87.62076287,41.88099447,-87.63274649,0.0,17031081401.0,17031839100.0,Cash,Taxi Affiliation Services,360.0,32.0,0.0
76.0,37.45,6,13,5,1970-01-01 00:00:01.402579800,41.97907082,-87.90303966,41.87101588,-87.63140653,18.4,17031081401.0,17031839000.0,Credit Card,Dispatch Taxi Affiliation,2520.0,32.0,9.86
8.0,5.65,6,15,5,1970-01-01 00:00:01.402587000,41.89204214,-87.63186395,41.88099447,-87.63274649,0.0,17031081401.0,17031839100.0,Cash,Taxi Affiliation Services,360.0,32.0,0.0
32.0,7.85,6,16,5,1970-01-01 00:00:01.402588800,41.87740612,-87.62197165,41.87925508,-87.642649,1.2,17031081401.0,17031281900.0,Cash,Taxi Affiliation Services,720.0,28.0,0.0
28.0,10.65,6,17,5,1970-01-01 00:00:01.402595100,41.87925508,-87.642649,41.89833179,-87.62076287,1.9,17031081401.0,17031081300.0,Credit Card,Dispatch Taxi Affiliation,1140.0,8.0,3.0
8.0,9.65,6,20,5,1970-01-01 00:00:01.402603200,41.89197151,-87.61294541,41.88530002,-87.64280847,13.6,17031081401.0,17031280100.0,Cash,Blue Ribbon Taxi Association Inc.,840.0,28.0,0.0
8.0,13.45,6,20,5,1970-01-01 00:00:01.402604100,41.89250778,-87.62621491,41.92187746,-87.66407824,0.0,17031081401.0,17031832500.0,Credit Card,Taxi Affiliation Services,1200.0,7.0,3.0
32.0,6.65,6,20,5,1970-01-01 00:00:01.402605000,41.88099447,-87.63274649,41.89092203,-87.61886836,1.8,17031081401.0,17031081403.0,Credit Card,Taxi Affiliation Services,240.0,8.0,2.0
32.0,5.65,6,21,5,1970-01-01 00:00:01.402606800,41.88099447,-87.63274649,41.89321636,-87.63784421,0.9,17031081401.0,17031081800.0,Cash,Choice Taxi Association,240.0,8.0,0.0
8.0,6.65,6,21,5,1970-01-01 00:00:01.402609500,41.89204214,-87.63186395,41.89265811,-87.65253448,1.6,17031081401.0,17031243500.0,Cash,Dispatch Taxi Affiliation,420.0,24.0,0.0
8.0,7.85,6,4,6,1970-01-01 00:00:01.402632000,41.89960211,-87.63330804,41.92276062,-87.69915534,0.0,17031081401.0,17031345278.265589,Credit Card,Dispatch Taxi Affiliation,420.0,22.0,0.0
8.0,5.45,6,7,6,1970-01-01 00:00:01.402644600,41.89960211,-87.63330804,41.89960211,-87.63330804,0.6,17031081401.0,17031345278.265589,Credit Card,Dispatch Taxi Affiliation,300.0,8.0,0.0
32.0,4.45,6,9,6,1970-01-01 00:00:01.402652700,41.88099447,-87.63274649,41.87925508,-87.642649,0.5,17031081401.0,17031281900.0,Cash,Dispatch Taxi Affiliation,180.0,28.0,0.0
8.0,6.45,6,10,6,1970-01-01 00:00:01.402656300,41.89204214,-87.63186395,41.89915561,-87.62621053,0.0,17031081401.0,17031081201.0,Cash,Choice Taxi Association,480.0,8.0,0.0
8.0,11.45,6,11,6,1970-01-01 00:00:01.402659000,41.89960211,-87.63330804,41.87400538,-87.66351755,3.4,17031081401.0,17031345278.265589,Credit Card,Dispatch Taxi Affiliation,900.0,28.0,3.0
7.0,10.85,6,12,6,1970-01-01 00:00:01.402660800,41.92907766,-87.64629348,41.88099447,-87.63274649,3.4,17031081401.0,17031839100.0,Cash,Taxi Affiliation Services,900.0,32.0,0.0
76.0,46.65,6,13,6,1970-01-01 00:00:01.402665300,41.97907082,-87.90303966,41.8997859996522,-87.64807667561502,22.8,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,2340.0,32.0,0.0
28.0,12.45,6,13,6,1970-01-01 00:00:01.402667100,41.87906699,-87.65700503,41.88498719,-87.62099291,0.1,17031081401.0,17031320100.0,Cash,Blue Ribbon Taxi Association Inc.,1440.0,32.0,0.0
32.0,4.45,6,14,6,1970-01-01 00:00:01.402669800,41.88498719,-87.62099291,41.88099447,-87.63274649,0.0,17031081401.0,17031839100.0,Cash,Taxi Affiliation Services,180.0,32.0,0.0
8.0,24.45,6,17,6,1970-01-01 00:00:01.402680600,41.89833179,-87.62076287,41.7904694,-87.60128512,9.7,17031081401.0,17031836200.0,Cash,Dispatch Taxi Affiliation,2040.0,41.0,0.0
8.0,23.05,6,17,6,1970-01-01 00:00:01.402681500,41.89960211,-87.63330804,41.9867118,-87.66341641,7.9,17031081401.0,17031345278.265589,Cash,Choice Taxi Association,2040.0,77.0,0.0
76.0,35.04,6,18,6,1970-01-01 00:00:01.402683300,41.98026432,-87.9136246,41.8997859996522,-87.64807667561502,15.9,17031081401.0,17031345278.265589,Credit Card,Dispatch Taxi Affiliation,2460.0,32.0,7.0
32.0,7.65,6,18,6,1970-01-01 00:00:01.402685100,41.88498719,-87.62099291,41.89197151,-87.61294541,1.5,17031081401.0,17031081402.0,Cash,Taxi Affiliation Services,600.0,8.0,0.0
32.0,5.05,6,19,6,1970-01-01 00:00:01.402688700,41.88099447,-87.63274649,41.87740612,-87.62197165,0.8,17031081401.0,17031320400.0,Cash,Dispatch Taxi Affiliation,240.0,32.0,0.0
8.0,4.45,6,21,6,1970-01-01 00:00:01.402695900,41.89250778,-87.62621491,41.88498719,-87.62099291,0.4,17031081401.0,17031320100.0,Cash,Taxi Affiliation Services,180.0,32.0,0.0
76.0,17.25,6,22,6,1970-01-01 00:00:01.402699500,41.98026432,-87.9136246,41.8997859996522,-87.64807667561502,6.7,17031081401.0,17031345278.265589,Cash,Choice Taxi Association,1080.0,32.0,0.0
6.0,10.45,6,23,6,1970-01-01 00:00:01.402702200,41.94258518,-87.65664409,41.98722556,-87.66493772,3.1,17031081401.0,17031030500.0,Cash,Taxi Affiliation Services,900.0,77.0,0.0
6.0,7.85,6,0,7,1970-01-01 00:00:01.402706700,41.94148823,-87.67110766,41.94982935,-87.64396537,2.0,17031081401.0,17031060900.0,Cash,Taxi Affiliation Services,600.0,6.0,0.0
32.0,18.45,6,1,7,1970-01-01 00:00:01.402708500,41.87060737,-87.62217294,41.94913977,-87.65680391,0.4,17031081401.0,17031061100.0,Cash,Taxi Affiliation Services,1080.0,6.0,0.0
24.0,4.85,6,2,7,1970-01-01 00:00:01.402711200,41.90120699,-87.67635599,41.90120699,-87.67635599,0.9,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,120.0,24.0,0.0
6.0,4.84,6,2,7,1970-01-01 00:00:01.402712100,41.94269184,-87.65177051,41.94629454,-87.65429808,0.6,17031081401.0,17031832000.0,Cash,Dispatch Taxi Affiliation,300.0,6.0,0.0
6.0,5.65,6,5,7,1970-01-01 00:00:01.402722000,41.94269184,-87.65177051,41.95067336,-87.66653628,0.0,17031081401.0,17031060400.0,Credit Card,Taxi Affiliation Services,240.0,6.0,2.0
76.0,86.05,6,7,7,1970-01-01 00:00:01.402731900,41.97907082,-87.90303966,41.8997859996522,-87.64807667561502,41.6,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,4800.0,32.0,0.0
16.0,8.85,6,11,7,1970-01-01 00:00:01.402744500,41.95358213,-87.72345239,41.9442266,-87.65599818,2.3,17031081401.0,17031345278.265589,Credit Card,Dispatch Taxi Affiliation,660.0,6.0,2.0
7.0,9.05,6,12,7,1970-01-01 00:00:01.402747200,41.92268628,-87.64948873,41.9442266,-87.65599818,2.5,17031081401.0,17031345278.265589,Credit Card,Dispatch Taxi Affiliation,720.0,6.0,0.0
33.0,6.25,6,13,7,1970-01-01 00:00:01.402751700,41.85934972,-87.61735801,41.87925508,-87.642649,1.3,17031081401.0,17031281900.0,Credit Card,Taxi Affiliation Services,360.0,28.0,2.0
6.0,11.25,6,13,7,1970-01-01 00:00:01.402751700,41.94982935,-87.64396537,41.91461629,-87.63171737,3.0,17031081401.0,17031071500.0,Cash,Dispatch Taxi Affiliation,900.0,7.0,0.0
32.0,38.65,6,13,7,1970-01-01 00:00:01.402752600,41.87060737,-87.62217294,41.97907082,-87.90303966,18.9,17031081401.0,17031980000.0,Credit Card,Dispatch Taxi Affiliation,2220.0,76.0,8.33
8.0,6.85,6,13,7,1970-01-01 00:00:01.402753500,41.89092203,-87.61886836,41.87060737,-87.62217294,0.0,17031081401.0,17031320600.0,Cash,Taxi Affiliation Services,480.0,32.0,0.0
6.0,9.85,6,14,7,1970-01-01 00:00:01.402755300,41.93465916,-87.64672973,41.91461629,-87.63171737,1.6,17031081401.0,17031071500.0,Cash,Dispatch Taxi Affiliation,34980.0,7.0,0.0
8.0,10.45,6,15,7,1970-01-01 00:00:01.402759800,41.89960211,-87.63330804,41.90120699,-87.67635599,3.0,17031081401.0,17031345278.265589,Credit Card,Northwest Management LLC,780.0,24.0,2.0
56.0,23.65,6,15,7,1970-01-01 00:00:01.402760700,41.78599852,-87.75093429,41.89321636,-87.63784421,10.8,17031081401.0,17031081800.0,Credit Card,Dispatch Taxi Affiliation,1140.0,8.0,5.1
8.0,36.25,6,17,7,1970-01-01 00:00:01.402767000,41.89250778,-87.62621491,41.97907082,-87.90303966,17.6,17031081401.0,17031980000.0,Cash,Taxi Affiliation Services,1740.0,76.0,0.0
33.0,9.05,6,18,7,1970-01-01 00:00:01.402769700,41.84924675,-87.6241353,41.87740612,-87.62197165,0.0,17031081401.0,17031320400.0,Cash,Taxi Affiliation Services,720.0,32.0,0.0
8.0,9.45,6,20,7,1970-01-01 00:00:01.402777800,41.90949567,-87.6309636,41.89265811,-87.65253448,2.1,17031081401.0,17031243500.0,Cash,KOAM Taxi Association,840.0,24.0,0.0
28.0,6.85,6,22,7,1970-01-01 00:00:01.402783200,41.88528132,-87.6572332,41.89204214,-87.63186395,1.4,17031081401.0,17031081700.0,Credit Card,Dispatch Taxi Affiliation,540.0,8.0,3.0
3.0,11.85,6,22,7,1970-01-01 00:00:01.402785000,41.96581197,-87.65587879,41.92268628,-87.64948873,4.5,17031081401.0,17031345278.265589,Credit Card,Taxi Affiliation Services,480.0,7.0,2.35
32.0,13.85,6,23,7,1970-01-01 00:00:01.402788600,41.87886558,-87.62519214,41.90120699,-87.67635599,4.5,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,1200.0,24.0,0.0
8.0,6.85,6,13,1,1970-01-01 00:00:01.402839900,41.89092203,-87.61886836,41.88099447,-87.63274649,1.6,17031081401.0,17031839100.0,Cash,Taxi Affiliation Services,420.0,32.0,0.0
8.0,6.45,6,16,1,1970-01-01 00:00:01.402848000,41.89915561,-87.62621053,41.91461629,-87.63171737,1.2,17031081401.0,17031071500.0,Cash,Northwest Management LLC,480.0,7.0,0.0
32.0,7.45,6,16,1,1970-01-01 00:00:01.402848900,41.88498719,-87.62099291,41.89503345,-87.61971067,1.4,17031081401.0,17031081401.0,Cash,Dispatch Taxi Affiliation,600.0,8.0,0.0
8.0,6.85,6,17,1,1970-01-01 00:00:01.402854300,41.89915561,-87.62621053,41.89321636,-87.63784421,0.0,17031081401.0,17031081800.0,Cash,Blue Ribbon Taxi Association Inc.,480.0,8.0,0.0
8.0,10.45,6,18,1,1970-01-01 00:00:01.402856100,41.89503345,-87.61971067,41.85934972,-87.61735801,3.2,17031081401.0,17031330100.0,Cash,Taxi Affiliation Services,780.0,33.0,0.0
24.0,8.85,6,20,1,1970-01-01 00:00:01.402862400,41.90120699,-87.67635599,41.87400538,-87.66351755,2.8,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,480.0,28.0,0.0
6.0,6.65,6,20,1,1970-01-01 00:00:01.402865100,41.94257719,-87.64707851,41.96363317,-87.65236536,1.4,17031081401.0,17031031502.0,Cash,Dispatch Taxi Affiliation,420.0,3.0,0.0
8.0,6.05,6,22,1,1970-01-01 00:00:01.402871400,41.89092203,-87.61886836,41.89321636,-87.63784421,1.0,17031081401.0,17031081800.0,Credit Card,Top Cab Affiliation,300.0,8.0,2.0
8.0,6.05,6,8,2,1970-01-01 00:00:01.402908300,41.89250778,-87.62621491,41.87740612,-87.62197165,0.09,17031081401.0,17031320400.0,Cash,Dispatch Taxi Affiliation,420.0,32.0,0.0
6.0,9.85,6,10,2,1970-01-01 00:00:01.402912800,41.9442266,-87.65599818,41.89960211,-87.63330804,3.5,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,420.0,8.0,0.0
8.0,3.25,6,16,2,1970-01-01 00:00:01.402934400,41.89204214,-87.63186395,41.89321636,-87.63784421,0.0,17031081401.0,17031081800.0,Cash,Dispatch Taxi Affiliation,60.0,8.0,0.0
8.0,7.65,6,16,2,1970-01-01 00:00:01.402935300,41.89092203,-87.61886836,41.87740612,-87.62197165,1.4,17031081401.0,17031320400.0,Cash,5724 - KYVI Cab Inc,720.0,32.0,0.0
32.0,5.45,6,18,2,1970-01-01 00:00:01.402944300,41.88099447,-87.63274649,41.88099447,-87.63274649,0.0,17031081401.0,17031839100.0,Cash,Taxi Affiliation Services,360.0,32.0,0.0
32.0,5.25,6,20,2,1970-01-01 00:00:01.402951500,41.88099447,-87.63274649,41.89321636,-87.63784421,0.9,17031081401.0,17031081800.0,Cash,Dispatch Taxi Affiliation,240.0,8.0,0.0
8.0,10.05,6,22,2,1970-01-01 00:00:01.402958700,41.90752008,-87.6266589,41.85934972,-87.61735801,3.1,17031081401.0,17031330100.0,Cash,Taxi Affiliation Services,720.0,33.0,0.0
6.0,9.05,6,1,3,1970-01-01 00:00:01.402967700,41.9442266,-87.65599818,41.9867118,-87.66341641,2.8,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,480.0,77.0,0.0
8.0,4.45,6,1,3,1970-01-01 00:00:01.402968600,41.89207264,-87.62887416,41.89092203,-87.61886836,0.5,17031081401.0,17031081403.0,Cash,Taxi Affiliation Services,180.0,8.0,0.0
7.0,6.05,6,4,3,1970-01-01 00:00:01.402978500,41.92268628,-87.64948873,41.90120699,-87.67635599,0.13,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,240.0,24.0,0.0
6.0,18.64,6,7,3,1970-01-01 00:00:01.402988400,41.9442266,-87.65599818,41.87886558,-87.62519214,6.5,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,1740.0,32.0,0.0
8.0,7.65,6,10,3,1970-01-01 00:00:01.403000100,41.89250778,-87.62621491,41.87925508,-87.642649,1.5,17031081401.0,17031281900.0,Cash,Northwest Management LLC,600.0,28.0,0.0
8.0,5.65,6,10,3,1970-01-01 00:00:01.403001900,41.89321636,-87.63784421,41.88099447,-87.63274649,0.0,17031081401.0,17031839100.0,Cash,Taxi Affiliation Services,480.0,32.0,0.0
32.0,6.65,6,15,3,1970-01-01 00:00:01.403019000,41.87740612,-87.62197165,41.89833179,-87.62076287,1.3,17031081401.0,17031081300.0,Cash,Taxi Affiliation Services,420.0,8.0,0.0
8.0,7.05,6,15,3,1970-01-01 00:00:01.403019000,41.89960211,-87.63330804,41.9442266,-87.65599818,0.1,17031081401.0,17031345278.265589,Cash,Taxi Affiliation Services,420.0,6.0,0.0
28.0,3.25,6,18,3,1970-01-01 00:00:01.403028900,41.88530002,-87.64280847,41.88530002,-87.64280847,0.0,17031081401.0,17031280100.0,Cash,Dispatch Taxi Affiliation,60.0,28.0,0.0
3.0,10.05,6,20,3,1970-01-01 00:00:01.403035200,41.96581197,-87.65587879,41.9442266,-87.65599818,0.2,17031081401.0,17031345278.265589,Cash,Choice Taxi Association,960.0,6.0,0.0
32.0,8.05,6,21,3,1970-01-01 00:00:01.403038800,41.88099447,-87.63274649,41.90752008,-87.6266589,0.1,17031081401.0,17031080100.0,Credit Card,Taxi Affiliation Services,600.0,8.0,1.25
76.0,27.65,6,21,3,1970-01-01 00:00:01.403040600,41.97907082,-87.90303966,41.95805593,-87.66038946,0.8,17031081401.0,17031830700.0,Cash,Taxi Affiliation Services,1620.0,3.0,0.0
7.0,7.05,6,22,3,1970-01-01 00:00:01.403044200,41.92208254,-87.63415609,41.90278805,-87.62614559,1.8,17031081401.0,17031081202.0,Cash,Taxi Affiliation Services,480.0,8.0,0.0
6.0,11.05,6,23,3,1970-01-01 00:00:01.403046000,41.94982935,-87.64396537,41.89321636,-87.63784421,4.3,17031081401.0,17031081800.0,Credit Card,Taxi Affiliation Services,600.0,8.0,2.75
24.0,30.05,6,3,4,1970-01-01 00:00:01.403060400,41.90120699,-87.67635599,41.79235722,-87.61793138,0.8,17031081401.0,17031345278.265589,Credit Card,Taxi Affiliation Services,1860.0,40.0,1.5
32.0,38.65,6,5,4,1970-01-01 00:00:01.403070300,41.88498719,-87.62099291,41.97907082,-87.90303966,19.2,17031081401.0,17031980000.0,Credit Card,Choice Taxi Association,1380.0,76.0,8.1
6.0,32.04,6,6,4,1970-01-01 00:00:01.403073000,41.9442266,-87.65599818,41.79259236,-87.76961545,15.4,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,1800.0,56.0,0.0
32.0,5.65,6,10,4,1970-01-01 00:00:01.403088300,41.88099447,-87.63274649,41.88099447,-87.63274649,0.7,17031081401.0,17031839100.0,Cash,Taxi Affiliation Services,420.0,32.0,0.0
28.0,9.85,6,12,4,1970-01-01 00:00:01.403095500,41.88530002,-87.64280847,41.87925508,-87.642649,0.23,17031081401.0,17031281900.0,Cash,Dispatch Taxi Affiliation,900.0,28.0,0.0
8.0,6.65,6,13,4,1970-01-01 00:00:01.403096400,41.89833179,-87.62076287,41.88099447,-87.63274649,1.1,17031081401.0,17031839100.0,Credit Card,Dispatch Taxi Affiliation,480.0,32.0,2.0
32.0,7.25,6,13,4,1970-01-01 00:00:01.403096400,41.87740612,-87.62197165,41.89915561,-87.62621053,0.1,17031081401.0,17031081201.0,Cash,Taxi Affiliation Services,480.0,8.0,0.0
76.0,36.85,6,13,4,1970-01-01 00:00:01.403099100,41.97907082,-87.90303966,41.88099447,-87.63274649,1.7,17031081401.0,17031839100.0,Credit Card,Dispatch Taxi Affiliation,2760.0,32.0,5.0
32.0,5.45,6,14,4,1970-01-01 00:00:01.403100000,41.87740612,-87.62197165,41.89250778,-87.62621491,0.08,17031081401.0,17031081500.0,Cash,Dispatch Taxi Affiliation,300.0,8.0,0.0
16.0,10.85,6,14,4,1970-01-01 00:00:01.403100000,41.95358213,-87.72345239,41.9442266,-87.65599818,3.7,17031081401.0,17031345278.265589,Cash,Taxi Affiliation Services,720.0,6.0,0.0
59.0,3.25,6,14,4,1970-01-01 00:00:01.403101800,41.83351789,-87.68135583,41.83351789,-87.68135583,0.0,17031081401.0,17031840300.0,Cash,Taxi Affiliation Services,0.0,59.0,0.0
32.0,5.05,6,15,4,1970-01-01 00:00:01.403104500,41.88498719,-87.62099291,41.89204214,-87.63186395,0.7,17031081401.0,17031081700.0,Credit Card,Taxi Affiliation Services,240.0,8.0,3.0
8.0,8.05,6,16,4,1970-01-01 00:00:01.403109900,41.90585777,-87.63086503,41.88099447,-87.63274649,1.5,17031081401.0,17031839100.0,Cash,Dispatch Taxi Affiliation,720.0,32.0,0.0
33.0,42.45,6,17,4,1970-01-01 00:00:01.403110800,41.84924675,-87.6241353,41.97907082,-87.90303966,20.5,17031081401.0,17031980000.0,Credit Card,Dispatch Taxi Affiliation,3300.0,76.0,7.0
8.0,9.45,6,18,4,1970-01-01 00:00:01.403114400,41.89321636,-87.63784421,41.8995898,-87.67471913,2.1,17031081401.0,17031242200.0,Cash,Taxi Affiliation Services,840.0,24.0,0.0
32.0,10.85,6,19,4,1970-01-01 00:00:01.403120700,41.88099447,-87.63274649,41.90602597,-87.67531162,3.5,17031081401.0,17031241400.0,Cash,Northwest Management LLC,780.0,24.0,0.0
8.0,8.05,6,20,4,1970-01-01 00:00:01.403122500,41.9002213,-87.62910519,41.92208254,-87.63415609,2.1,17031081401.0,17031071400.0,Credit Card,Dispatch Taxi Affiliation,660.0,7.0,2.0
6.0,37.25,6,20,4,1970-01-01 00:00:01.403122500,41.93465916,-87.64672973,41.78599852,-87.75093429,1.0,17031081401.0,17031980100.0,Credit Card,Taxi Affiliation Services,2880.0,56.0,10.05
8.0,5.25,6,20,4,1970-01-01 00:00:01.403123400,41.89503345,-87.61971067,41.89207264,-87.62887416,0.0,17031081401.0,17031081600.0,Cash,Taxi Affiliation Services,300.0,8.0,0.0
32.0,23.65,6,21,4,1970-01-01 00:00:01.403125200,41.87886558,-87.62519214,42.00962288,-87.67016686,0.0,17031081401.0,17031345278.265589,Cash,Taxi Affiliation Services,1560.0,1.0,0.0
32.0,5.65,6,21,4,1970-01-01 00:00:01.403125200,41.88498719,-87.62099291,41.88099447,-87.63274649,1.1,17031081401.0,17031839100.0,Cash,Dispatch Taxi Affiliation,300.0,32.0,0.0
8.0,5.85,6,22,4,1970-01-01 00:00:01.403129700,41.89204214,-87.63186395,41.88530002,-87.64280847,0.0,17031081401.0,17031280100.0,Cash,Blue Ribbon Taxi Association Inc.,420.0,28.0,0.0
8.0,10.85,6,12,5,1970-01-01 00:00:01.403179200,41.89960211,-87.63330804,41.87886558,-87.62519214,2.7,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,1080.0,32.0,0.0
32.0,6.85,6,12,5,1970-01-01 00:00:01.403180100,41.88099447,-87.63274649,41.90026569,-87.63210922,3.2,17031081401.0,17031081000.0,Credit Card,Northwest Management LLC,480.0,8.0,2.0
76.0,42.85,6,12,5,1970-01-01 00:00:01.403180100,41.97907082,-87.90303966,41.8997859996522,-87.64807667561502,21.9,17031081401.0,17031345278.265589,Credit Card,Dispatch Taxi Affiliation,1560.0,32.0,2.0
7.0,10.65,6,15,5,1970-01-01 00:00:01.403190000,41.92208254,-87.63415609,41.89092203,-87.61886836,2.8,17031081401.0,17031081403.0,Credit Card,Dispatch Taxi Affiliation,960.0,8.0,3.0
32.0,5.05,6,15,5,1970-01-01 00:00:01.403190900,41.88099447,-87.63274649,41.87925508,-87.642649,0.5,17031081401.0,17031281900.0,Cash,Taxi Affiliation Services,300.0,28.0,0.0
32.0,4.65,6,15,5,1970-01-01 00:00:01.403192700,41.88099447,-87.63274649,41.87740612,-87.62197165,0.0,17031081401.0,17031320400.0,Cash,Taxi Affiliation Services,240.0,32.0,0.0
76.0,23.05,6,16,5,1970-01-01 00:00:01.403193600,41.98026432,-87.9136246,41.99393013,-87.75835359,11.6,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,1860.0,12.0,0.0
2.0,3.45,6,17,5,1970-01-01 00:00:01.403198100,42.00157103,-87.69501259,42.00157103,-87.69501259,0.2,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,60.0,2.0,0.0
28.0,9.45,6,17,5,1970-01-01 00:00:01.403198100,41.87400538,-87.66351755,41.90120699,-87.67635599,2.9,17031081401.0,17031345278.265589,Cash,Dispatch Taxi Affiliation,720.0,24.0,0.0
28.0,9.25,6,18,5,1970-01-01 00:00:01.403203500,41.87906699,-87.65700503,41.89207264,-87.62887416,0.1,17031081401.0,17031081600.0,Cash,Blue Ribbon Taxi Association Inc.,900.0,8.0,0.0
8.0,3.25,6,19,5,1970-01-01 00:00:01.403204400,41.89321636,-87.63784421,41.89321636,-87.63784421,0.0,17031081401.0,17031081800.0,Cash,Taxi Affiliation Services,0.0,8.0,0.0
8.0,8.05,6,19,5,1970-01-01 00:00:01.403206200,41.89250778,-87.62621491,41.91461629,-87.63171737,1.8,17031081401.0,17031071500.0,Cash,Dispatch Taxi Affiliation,660.0,7.0,0.0
76.0,39.45,6,19,5,1970-01-01 00:00:01.403207100,41.98026432,-87.9136246,41.8997859996522,-87.64807667561502,19.4,17031081401.0,17031345278.265589,Credit Card,Taxi Affiliation Services,2700.0,32.0,12.75
32.0,6.85,6,19,5,1970-01-01 00:00:01.403207100,41.87740612,-87.62197165,41.85934972,-87.61735801,1.2,17031081401.0,17031330100.0,Credit Card,C & D Cab Co Inc,420.0,33.0,2.0
6.0,17.05,6,20,5,1970-01-01 00:00:01.403208000,41.94257719,-87.64707851,41.94257719,-87.64707851,7.1,17031081401.0,17031062000.0,Credit Card,Dispatch Taxi Affiliation,1020.0,6.0,4.26
